"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582"
"SEH1L","down","up","up","up","down"
"CEP83","down","up","up","up","down"
"NXF5","down","down","down","down","down"
"PSG11","up","down","up","down","up"
"CHST9","up","up","up","down","up"
"TDRD10","up","down","up","down","up"
"NOTUM","down","up","up","up","up"
"CARTPT","down","down","down","down","down"
"PTGES","up","up","down","down","up"
"PINK1-AS","down","down","up","up","down"
"ARMCX2","down","up","down","down","up"
"WDR46","up","down","down","up","down"
"H2AFX","up","down","down","down","down"
"CAT","up","down","up","up","down"
"MMP11","up","down","down","down","down"
"MYH10","up","up","up","down","up"
"EDRF1","down","up","up","up","down"
"PAGE5","down","down","down","down","down"
"PRAMEF1","down",NA,NA,NA,NA
"ZFP42","up","up","up","down","down"
"VMP1","down","up","down","down","up"
"KAT5","up","down","up","down","up"
"LMO4","up","down","up","down","up"
"BAD","up","up","down","up","down"
"PICK1","up","down","down","down","down"
"UTS2R","down","down","down","up","down"
"CPS1","up","up","down","up","down"
"RNF138","down","down","up","up","down"
"CEACAM6","down","down","down","up","up"
"LINC00593","up","down","down","down","down"
"CALY","up","down","down","up","down"
"MVD","down","down","down","up","down"
"SP3","down","down","up","up","down"
"CBLN3","down","down","up","up","up"
"PLPP6","up",NA,NA,NA,NA
"NAT2","up","up","up","up","down"
"UBE2T","up","down","down","up","down"
"TACR1","up","down","down","up","down"
"LOXL4","up","down","down","down","up"
"C22orf39","down","down","up","down","up"
"OR5V1","up","up","down","up","down"
"HIF1A","down","up","up","down","up"
"GS1-24F4.2","down","down","up","down","up"
"KLF16","down","down","down","up","down"
"HOXB2","down","down","down","down","up"
"C1QTNF9B","up",NA,NA,NA,NA
"FRG1JP","up",NA,NA,NA,NA
"MAMLD1","up","up","up","down","up"
"TTTY2","up",NA,NA,NA,NA
"NHLRC4","up","down","down","up","down"
"TMEM126A","down","up","down","down","down"
"ACSM5","up","up","down","down","down"
"SPI1","up","down","down","down","down"
"HIF1AN","up","down","up","down","down"
"C1QL1","up","down","down","down","down"
"LOC100101478","down",NA,NA,NA,NA
"STAR","up","up","down","up","up"
"CDK5R1","up","up","down","down","up"
"MAPK9","up","down","up","up","up"
"DDX19B","up","down","down","down","down"
"CRADD","down","down","up","down","down"
"FCAMR","up","down","down","up","down"
"TMEM176B","up","up","down","down","down"
"DES","down","down","up","down","up"
"SHOC2","down","up","up","up","up"
"AMZ2","down","up","up","up","up"
"ANKRD66","down",NA,NA,NA,NA
"PSMD14","up","down","down","up","up"
"IGF2BP3","down","up","up","down","down"
"NME2","up",NA,NA,NA,NA
"IL1A","up","down","up","up","up"
"RER1","down","down","down","up","down"
"SERPINB12","down","up","up","up","down"
"LINC00308","down","down","down","down","down"
"CCZ1","down","down","down","down","down"
"RIDA","down",NA,NA,NA,NA
"RPL35A","up","up","down","down","up"
"SH3BP1","up","down","down","down","down"
"IKBKG","up","down","down","down","up"
"F2R","down","up","up","down","up"
"KCNA5","down","down","down","up","down"
"SLC35C2","up","up","down","down","down"
"PPP1R14D","up","up","down","up","down"
"LINC01021","up","up","up","up","up"
"RPH3A","down","down","up","up","down"
"NANOG","down","up","down","up","up"
"TERF2IP","down","down","up","down","up"
"PTK2","down","up","up","up","up"
"ACSS2","down","down","down","up","down"
"COLEC10","up","up","down","up","up"
"RPS18","up","down","down","up","up"
"BSDC1","up","up","down","down","down"
"GFRA3","up","down","up","down","down"
"LMNB1","up","down","up","up","down"
"DNAH2","down","down","down","down","down"
"DLX4","up","down","down","down","down"
"WSB1","down","up","up","up","up"
"SPATA6L","up","up","down","down","down"
"LRRC8D","down","down","up","up","down"
"CHIT1","up","down","down","down","down"
"PTCH2","down","down","down","down","up"
"SOX7","down","down","up","down","up"
"PRO2964","down","down","up","down","down"
"GJB4","up","down","down","down","down"
"UBE4A","down","up","up","up","up"
"UBE2J1","down","down","up","up","down"
"OTUD3","down","up","up","up","up"
"BAG2","down","down","up","down","up"
"CYP20A1","down","up","up","down","down"
"FAM129B","up","down","down","up","down"
"ZNF462","down","up","up","up","up"
"TSKS","up","down","down","up","up"
"TM7SF2","up","down","down","up","down"
"PWWP2B","up","up","down","up","down"
"MPC1","down","down","down","up","down"
"LOC648987","up","up","down","down","down"
"GRIN3A","down","down","up","down","down"
"URB1-AS1","down",NA,NA,NA,NA
"FAAH","up","down","down","up","down"
"ZNF200","down","down","up","up","down"
"CNIH4","down","up","up","up","up"
"MAFB","up","down","up","down","up"
"SLC28A2","down","down","down","down","down"
"SYDE1","up","down","down","up","up"
"LRWD1","down",NA,NA,NA,NA
"LOC650293","down",NA,NA,NA,NA
"SGCZ","up","up","down","down","up"
"RTKN","up","down","down","up","down"
"C6orf62","up","up","up","down","up"
"HIST1H3C","up","down","down","down","down"
"LOC105377134","up",NA,NA,NA,NA
"NPVF","up","down","down","down","up"
"OR2T8","up",NA,NA,NA,NA
"LOC101927746","down","down","down","up","down"
"SFT2D1","up","up","up","up","down"
"LUM","down","up","down","down","up"
"TRIM58","up","down","down","up","up"
"ASH2L","down","up","up","down","up"
"SLC41A3","up","down","down","up","up"
"CRB2","down","down","up","up","up"
"RRP36","up","up","up","down","up"
"HIST1H2BB","up","down","up","down","down"
"POTEG","down",NA,NA,NA,NA
"RAB36","down","up","up","down","up"
"LMOD3","up","down","up","down","down"
"TRIQK","up","up","up","up","up"
"PRODH2","up","down","down","down","down"
"WEE1","down","down","up","up","down"
"SLC7A14","up","down","up","up","up"
"SULF1","up","down","down","down","up"
"PDE2A","up","down","down","down","up"
"TRIM35","up","down","up","down","down"
"AQP10","up","up","down","up","down"
"LOC401052","down","up","down","down","up"
"MTRNR2L2","up",NA,NA,NA,NA
"LUZP4","up","down","up","up","down"
"FBP2","down","down","down","up","up"
"GLRA4","up",NA,NA,NA,NA
"PTOV1","up","down","down","down","down"
"STK39","down","up","down","up","down"
"SETD1B","down","up","up","down","up"
"BEST2","up","up","up","down","down"
"TRPC4","up","down","up","down","up"
"MTFP1","down","down","up","up","down"
"SSBP4","down","down","down","up","down"
"POLR2B","down","up","up","up","up"
"RPLP2","up","down","down","down","up"
"FOXRED2","down","up","up","down","down"
"ELP4","up","down","down","up","down"
"STPG2","up","down","down","up","up"
"TOR1A","down","down","up","down","down"
"CAPZA1","down","up","up","down","up"
"C20orf78","up","down","down","down","up"
"RAB33B","up","up","up","down","up"
"LRIG2","up","up","up","down","down"
"SP4","down","up","down","down","up"
"TSHZ3","down","down","up","down","up"
"OCA2","up","down","down","up","down"
"BRWD1","down","up","down","up","up"
"HEXIM2","up","up","up","down","down"
"FAM76B","up","up","up","down","up"
"TUBA1A","up","up","up","down","up"
"CST5","up","down","up","up","down"
"DCBLD2","down","down","up","down","up"
"NKIRAS2","down","up","up","down","down"
"MTF2","up","up","up","up","up"
"RAB35","up","down","down","up","down"
"PLA2G4D","down","up","up","up","down"
"TXN","up","down","up","up","down"
"C4orf17","up","down","down","up","up"
"OR13C4","down","down","down","down","down"
"FASLG","down","up","up","down","down"
"FAP","up","up","down","down","up"
"ABCC10","up","down","down","up","up"
"ATP12A","down","up","down","up","down"
"DNALI1","up","up","up","down","down"
"TRIP4","down","up","up","down","up"
"SPR","up","down","down","up","down"
"CEP164","down","down","down","down","up"
"MAF1","up","down","down","down","up"
"DNAJC19","down","up","down","up","down"
"LOC440040","up",NA,NA,NA,NA
"NADK2","up","up","up","up","down"
"NR1D1","up",NA,NA,NA,NA
"CLMP","up","down","up","down","up"
"MDN1","up","up","up","up","up"
"LYVE1","up","up","down","down","down"
"PECAM1","up","down","up","down","up"
"SNHG7","down",NA,NA,NA,NA
"PNPLA7","down","down","down","down","down"
"VPS33B","down","up","up","down","down"
"BTNL3","down","up","down","up","down"
"PTH2","down","up","down","down","down"
"OTOP1","down",NA,NA,NA,NA
"BST1","up","down","down","down","down"
"KCNH4","up","down","down","down","down"
"TRPC2","up","down","down","down","down"
"GINS3","up","down","up","up","down"
"UHRF1BP1","up","down","up","down","down"
"LOC101927592","down","up","up","down","up"
"HILPDA","up","down","up","up","down"
"ARMC1","down","up","up","up","up"
"SLC38A3","up","up","down","up","down"
"IQCH-AS1","up","up","down","up","up"
"PPP2CB","down","up","up","down","down"
"CRYBB3","down","up","down","up","down"
"SLC45A1","down","down","up","down","down"
"WARS2","up","down","up","up","down"
"LOC100130920","up",NA,NA,NA,NA
"FAM182B","up",NA,NA,NA,NA
"KLHL1","up","up","up","up","down"
"LYPD6","up","up","up","up","down"
"CD68","down",NA,NA,NA,NA
"ZWILCH","up","down","up","up","down"
"MRPS26","up","down","down","down","down"
"HLA-DRB1","up",NA,NA,NA,NA
"IQSEC2","down","down","down","up","down"
"SMG5","down","up","down","down","up"
"PRSS33","up","down","up","up","up"
"ACTR5","down","up","up","up","down"
"SLC22A18AS","down","down","down","up","down"
"CACNA1B","up","up","down","down","down"
"GZMM","up","down","down","down","down"
"LOC100130152","down",NA,NA,NA,NA
"FAM3D","up","down","down","up","down"
"PROM2","up","down","down","down","down"
"TNFAIP8L2","down","down","up","down","down"
"ZC3H12D","up","down","up","up","down"
"TMEM102","down","down","up","up","down"
"KLRC2","down",NA,NA,NA,NA
"APOC1","up","up","down","down","down"
"RBM45","up","down","up","up","down"
"LOC100131508","up","down","down","down","up"
"TFEB","up","down","down","down","up"
"RPS27","up","up","down","down","up"
"WNT4","up","down","down","down","down"
"CLDN4","up","down","down","up","down"
"PRLHR","down","down","down","down","up"
"ARPC3","up","up","up","up","down"
"C18orf8","down","down","up","up","down"
"C1orf74","down","down","down","up","down"
"CRAMP1","up",NA,NA,NA,NA
"FTCDNL1","down","up","down","up","down"
"MLLT1","up","down","down","down","down"
"GTF2H5","up","up","down","down","up"
"CPSF3L","down","up","down","up","down"
"COPS8","down","down","down","down","up"
"ZBTB45","up","down","down","up","down"
"NAGLU","up","down","down","down","down"
"LELP1","up","down","down","up","down"
"CPSF1","up","down","down","down","down"
"ITM2B","down","down","up","down","up"
"LOC101927157","up","down","down","up","down"
"GRAMD3","down","down","up","up","up"
"LOC202025","up","up","up","down","up"
"LRRC63","up","up","down","down","down"
"NRG1","up","up","down","up","down"
"COMT///ARVCF","up",NA,NA,NA,NA
"TM7SF3","up","up","up","down","up"
"ZNF667","down","up","down","down","up"
"BOLA3-AS1","down","down","down","down","up"
"PRKCG","up","up","down","up","down"
"DIRC1","up","down","down","down","up"
"SPATA31C2","up","down","down","down","down"
"NIPSNAP3A","down","down","up","down","down"
"MUM1","down","down","down","up","down"
"NALCN","up","down","down","down","up"
"HEMGN","up","down","down","down","down"
"CYP2A13","down","down","down","up","down"
"MRGPRE","up",NA,NA,NA,NA
"RAB38","down","up","up","down","up"
"RTEL1","up","down","down","down","down"
"LOC646383","up",NA,NA,NA,NA
"RGMB-AS1","down","down","down","down","up"
"IFRD2","up","down","down","up","down"
"MNT","down","down","down","down","up"
"PRRC2A","up","down","down","up","down"
"LOC107984282","down",NA,NA,NA,NA
"HIBCH","down","down","up","up","down"
"DICER1","down","down","up","up","up"
"TMEM178B","down","down","down","down","up"
"FLVCR1-AS1","down","up","up","down","up"
"GYG2","down","down","up","up","down"
"LACRT","down","up","down","up","down"
"RPS10P7","up","down","up","down","down"
"CDX1","down","down","down","up","down"
"OR5AP2","down",NA,NA,NA,NA
"FOXS1","up","up","down","down","down"
"SNURF","down",NA,NA,NA,NA
"XPO5","down","up","down","up","down"
"TPH1","up","down","up","up","down"
"INHBA","up","down","up","down","up"
"OR2A7","up",NA,NA,NA,NA
"PLEKHM2","down","down","down","down","down"
"GPT2","up","down","up","up","down"
"MYL1","up","up","down","up","down"
"VPS29","up","up","down","up","down"
"MIGA2","up",NA,NA,NA,NA
"LAMTOR3","down","up","up","up","up"
"EMC2","up","up","down","down","up"
"SH3PXD2B","up","down","down","up","up"
"DNAI2","up","down","down","down","up"
"ZNF581","up","up","down","up","down"
"SV2B","up","down","up","up","up"
"LHCGR","up","up","up","up","up"
"FAM160B2","up","up","up","down","down"
"AGAP2-AS1","down","down","down","down","down"
"TGFBR2","up","up","up","down","up"
"MAP4K4","down","up","up","down","up"
"ABHD12B","down",NA,NA,NA,NA
"FLJ22763","down","up","up","up","down"
"ADGRF4","down",NA,NA,NA,NA
"STAG3L2","down",NA,NA,NA,NA
"TEX33","up","down","down","up","down"
"TAF1D","up","up","up","up","up"
"C1orf127","up","down","down","down","down"
"CMSS1","up","down","up","up","down"
"MAT2B","down","up","down","down","down"
"GNL1","up","down","down","down","down"
"ZNF317","down","up","down","up","down"
"MAP1S","up","down","down","down","down"
"NXN","down","down","down","down","up"
"HNRNPH3","down","up","up","up","up"
"PPA2","down","up","up","up","up"
"FAM234B","up",NA,NA,NA,NA
"KHNYN","down","up","down","up","up"
"CABS1","up","down","down","down","up"
"ALAS2","up","down","down","up","down"
"CD9","up","down","up","up","down"
"LINC00665","down","up","down","down","up"
"KCNC4","down","down","down","down","up"
"TDGF1P3","down",NA,NA,NA,NA
"CTNNA3","up","up","down","down","down"
"BBOX1","down","up","up","down","up"
"S100A7","up","up","up","down","down"
"RREB1","up","down","down","up","down"
"OR10J3","down",NA,NA,NA,NA
"DHDDS","down","down","down","down","down"
"OR7A5","down","down","up","up","down"
"LOC57399","up","up","up","up","down"
"BPI","up",NA,NA,NA,NA
"DOC2A","down","up","down","down","down"
"TECPR1","up","down","down","down","up"
"DNAJB1","down","down","down","up","down"
"PIAS4","up","down","down","down","down"
"TRADD","down","down","down","down","down"
"MYCBPAP","up","down","up","up","down"
"ANAPC4","up","up","up","up","up"
"SRSF9","up",NA,NA,NA,NA
"RNF169","down","up","up","down","up"
"BEST4","up","up","up","down","down"
"KIAA1586","down","up","up","down","up"
"ADAT1","down","up","up","down","down"
"CNOT10","up","up","up","up","down"
"HSD17B2","up","down","up","up","up"
"FCGR3A","up",NA,NA,NA,NA
"PABPC1","up","down","down","up","up"
"CPNE2","up","down","down","up","down"
"RNASEK","up",NA,NA,NA,NA
"TAC3","down","down","up","down","down"
"MPP7","down","up","up","down","down"
"EYS","up","up","down","up","up"
"RABL2A","down",NA,NA,NA,NA
"APCDD1","down","up","down","up","up"
"MGC57346","down","down","down","up","up"
"KLHL24","up","down","down","down","up"
"ZNF443","down","down","down","up","up"
"IGHA2///IGHA1///IGH","down",NA,NA,NA,NA
"PIK3R4","up","up","down","up","down"
"RAMP2","up","down","down","down","down"
"NPHS2","up","down","up","up","down"
"PTN","up","up","up","down","down"
"LOC100507521","up",NA,NA,NA,NA
"DHX32","down","down","down","up","up"
"HHLA2","down","up","down","up","down"
"LRRC18","up","down","down","down","down"
"C1orf94","up","down","down","down","down"
"CHMP1B","up","down","up","down","down"
"ZNF496","up","down","down","down","up"
"LOC101927534","down","down","down","up","down"
"NSMCE1","up","down","down","down","up"
"GSPT1","down","down","up","up","up"
"CHMP7","up","down","up","down","down"
"NME4","up","down","down","down","down"
"MESTIT1","up",NA,NA,NA,NA
"IFT20","up","up","up","down","up"
"RPS11P6","up",NA,NA,NA,NA
"LINC01555","up",NA,NA,NA,NA
"LIN54","down","down","up","up","down"
"TCF15","down","down","down","down","down"
"RNF39","up","up","down","down","up"
"HABP4","down","down","down","down","down"
"MIPEP","down","down","down","up","down"
"RRAGA","down","down","up","down","up"
"PLEKHO1","down","down","up","down","up"
"GRB14","down","up","up","up","up"
"LINC00526","up","up","up","up","down"
"VEPH1","up","down","up","down","up"
"HES1","up","down","down","down","down"
"SSTR5-AS1","down","up","up","down","down"
"CNTN5","up","up","down","down","up"
"FAM187A","up",NA,NA,NA,NA
"NAPSB","down","up","down","down","down"
"ZNF16","down","down","down","down","down"
"USP21","down","up","down","up","down"
"OPN3","up","down","up","down","down"
"COL6A3","down","down","up","down","up"
"GRAMD1A","up","down","down","down","up"
"LRRC46","up","down","down","up","down"
"C2orf73","down","down","up","down","up"
"CPA1","up","up","down","down","down"
"MAPK12","up","down","down","down","down"
"SMARCB1","up","down","down","down","down"
